edHello.agents.Patient@99fa758 | total wait time: 35 | dealt at time point: 35.0
simcore.agents.Patient@718efb50 | total wait time: 37 | dealt at time point: 6016.0
simcore.agents.Patient@72ec76fb | total wait time: 35 | dealt at time point: 6075.0
simcore.agents.Patient@4ae9761c | total wait time: 35 | dealt at time point: 6135.0
simcore.agents.Patient@dbb0f85 | total wait time: 6 | dealt at time point: 6168.0
simcore.agents.Patient@314546c0 | total wait time: 35 | dealt at time point: 6258.0
simcore.agents.Patient@d3b6216 | total wait time: 6 | dealt at time point: 6289.0
simcore.agents.Patient@5ddf89a7 | total wait time: 5 | dealt at time point: 6350.0
simcore.agents.Patient@9cf0791 | total wait time: 37 | dealt at time point: 6442.0
simcore.agents.Patient@2aa68747 | total wait time: 36 | dealt at time point: 6502.0
simcore.agents.Patient@40ab46aa | total wait time: 5 | dealt at time point: 6533.0
simcore.agents.Patient@20f5cd5b | total wait time: 5 | dealt at time point: 6594.0
simcore.agents.Patient@dbd794e | total wait time: 5 | dealt at time point: 6655.0
simcore.agents.Patient@14075787 | total wait time: 34 | dealt at time point: 6745.0
simcore.agents.Patient@bc8e106 | total wait time: 6 | dealt at time point: 6777.0
simcore.agents.Patient@ac6ad8f | total wait time: 36 | dealt at time point: 6868.0
simcore.agents.Patient@4aeeb1c2 | total wait time: 38 | dealt at time point: 6931.0
simcore.agents.Patient@5f0ffa68 | total wait time: 4 | dealt at time point: 6959.0
simcore.agents.Patient@7dc7b996 | total wait time: 6 | dealt at time point: 7021.0
simcore.agents.Patient@4d304e83 | total wait time: 35 | dealt at time point: 7111.0
simcore.agents.Patient@74670d2d | total wait time: 35 | dealt at time point: 7172.0
simcore.agents.Patient@5a2e3768 | total wait time: 6 | dealt at time point: 7204.0
simcore.agents.Patient@47b2a3e1 | total wait time: 4 | dealt at time point: 7264.0
simcore.agents.Patient@50ba1570 | total wait time: 5 | dealt at time point: 6.0
simcore.agents.Patient@44eecc97 | total wait time: 46 | dealt at time point: 107.0
simcore.agents.Patient@4bef585f | total wait time: 5 | dealt at time point: 127.0
simcore.agents.Patient@7db960e7 | total wait time: 39 | dealt at time point: 222.0
simcore.agents.Patient@4a656adc | total wait time: 30 | dealt at time point: 275.0
simcore.agents.Patient@696dbf1f | total wait time: 34 | dealt at time point: 339.0
simcore.agents.Patient@4aef552b | total wait time: 7 | dealt at time point: 373.0
simcore.agents.Patient@76b5e0ba | total wait time: 37 | dealt at time point: 464.0
simcore.agents.Patient@6f732e81 | total wait time: 6 | dealt at time point: 495.0
simcore.agents.Patient@303e492f | total wait time: 6 | dealt at time point: 555.0
simcore.agents.Patient@55fe79cc | total wait time: 5 | dealt at time point: 615.0
simcore.agents.Patient@611e975a | total wait time: 6 | dealt at time point: 677.0
simcore.agents.Patient@6aee67fb | total wait time: 5 | dealt at time point: 737.0
simcore.agents.Patient@5cf1b82a | total wait time: 37 | dealt at time point: 831.0
simcore.agents.Patient@50c8fe0b | total wait time: 38 | dealt at time point: 893.0
simcore.agents.Patient@7a105d84 | total wait time: 5 | dealt at time point: 921.0
simcore.agents.Patient@33de690a | total wait time: 36 | dealt at time point: 1013.0
simcore.agents.Patient@52bcd825 | total wait time: 5 | dealt at time point: 1042.0
simcore.agents.Patient@583dd3d2 | total wait time: 5 | dealt at time point: 1104.0
simcore.agents.Patient@2d6b3090 | total wait time: 31 | dealt at time point: 1191.0
simcore.agents.Patient@2a570d62 | total wait time: 5 | dealt at time point: 1226.0
simcore.agents.Patient@5afa055e | total wait time: 35 | dealt at time point: 1316.0
simcore.agents.Patient@569c3fff | total wait time: 5 | dealt at time point: 1347.0
simcore.agents.Patient@4faa4d09 | total wait time: 6 | dealt at time point: 1409.0
simcore.agents.Patient@652d3436 | total wait time: 4 | dealt at time point: 1469.0
simcore.agents.Patient@102c0f75 | total wait time: 5 | dealt at time point: 1531.0
simcore.agents.Patient@771c7e3f | total wait time: 5 | dealt at time point: 1592.0
simcore.agents.Patient@679271f6 | total wait time: 6 | dealt at time point: 1653.0
simcore.agents.Patient@6d1b7211 | total wait time: 38 | dealt at time point: 1747.0
simcore.agents.Patient@149dfa5c | total wait time: 6 | dealt at time point: 1775.0
simcore.agents.Patient@1ee361e1 | total wait time: 6 | dealt at time point: 1837.0
simcore.agents.Patient@728cf20f | total wait time: 36 | dealt at time point: 1927.0
simcore.agents.Patient@8bc3fe2 | total wait time: 4 | dealt at time point: 1957.0
simcore.agents.Patient@39c0c33a | total wait time: 6 | dealt at time point: 2020.0
simcore.agents.Patient@2f23f52e | total wait time: 35 | dealt at time point: 2110.0
simcore.agents.Patient@4b47722 | total wait time: 37 | dealt at time point: 2172.0
simcore.agents.Patient@20c90e26 | total wait time: 5 | dealt at time point: 2201.0
simcore.agents.Patient@275bea44 | total wait time: 6 | dealt at time point: 2264.0
simcore.agents.Patient@5687c149 | total wait time: 6 | dealt at time point: 2325.0
simcore.agents.Patient@7afd0a1c | total wait time: 4 | dealt at time point: 2384.0
simcore.agents.Patient@5cd09bbe | total wait time: 34 | dealt at time point: 2475.0
simcore.agents.Patient@343db969 | total wait time: 37 | dealt at time point: 2539.0
simcore.agents.Patient@4d5da0c0 | total wait time: 36 | dealt at time point: 2599.0
